pais,departamento,municipio,lat,lon,familia,lengua,significado,origen,lengua_nativa,tema,otros_nombres,fuente,enlace_embeber
Bolivia,La Paz,Palca,-16.666393,-67.826128,Jaqi/Aru,Aymara,"Abertura, confluencia de dos ríos.",,Sí,Paisaje / Características naturales,P'allqa,"Gomez, D. (1999). Diccionario Aymara. ",
Bolivia,La Paz,Achocalla,-16.662268,-68.125348,Jaqi/Aru,Aymara,"Achocalla es un vocablo aymara que proviene de las palabras ""jach'a lluqalla"", que significa ""hermano mayor"". Se cuenta que un Kuraka que tenía cuatro hijos repartió al ""hermano mayor"" la región donde se asienta actualmente Achocalla.",,Sí,Lengua,Achuqalla,INIDEM.  Plan de desarrollo municipal de Achocalla. 2001-2005.,
Bolivia,La Paz,El Alto,-16.468719,-68.203402,Indoeuropea/Romance,Castellano,Hace referencia a la ciudad más alta de Bolivia.,,No,Paisaje / Características naturales,,,
Bolivia,La Paz,Yanacachi,-16.425703,-67.789485,Quechua,Quechua,"Proviene del quechua ""yana kachi"" y se traduce en español como ""sal negra"".",,Sí,Usos / actividades humanas,Yana kachi,,
Bolivia,Cochabamba,Tapacarí,-17.57083,-66.651515,Quechua,Quechua,"Proviene de ""thapa qhari"" que se traduce como ""nido de hombres"".",,Sí,Época / Hecho histórico,Thapa qhari,"Laime, T. (1997). Diccionario quechua-español",
Bolivia,La Paz,Desaguadero,-16.614204,-68.978122,Indoeuropea/Romance,Español,,"El municipio de Desaguadero se llama así porque está ubicado a orillas del río Desaguadero, que es el que marca la frontera entre Bolivia y Perú. Asimismo, el río recibe ese nombre porque sus aguas ""desaguan"" en otro cuerpo de agua.",No,Paisaje / Características naturales,,Wikimedia,https://es.wikipedia.org/wiki/R%C3%ADo_Desaguadero_(Titicaca)
Bolivia,La Paz,Jesús de Machaka,-16.760693,-68.739982,Jaqi/Aru,Aymara,Nuevo,,Sí,Época / Hecho histórico,Machaqa,"Gomez, D. (1999). Diccionario Aymara. ",
Bolivia,La Paz,Puerto Mayor de Guaqui,-16.606621,-68.820796,Jaqi/Aru,Aymara,Convenio de trabajo para provecho en común entre el propietario y el cultivador de la tierra.,,No,Época / Hecho histórico,Waki,"Gomez, D. (1999). Diccionario Aymara. ",
Bolivia,La Paz,Tito Yupanqui,-16.179936,-68.959469,Jaqi/Aru,Aymara,,"Haciendo alusión al nombre del reconocido Francisco Tito Yupanqui, descendiente de los incas, quien esculpió en 1583 la Virgen de Copacabana, inspirada en la Virgen de Candelaria española. Yupanqui nación en Copacabana en 1549, evangelizado por dominicos, es símbolo de la mayor devoción mariana en Bolivia, y sus seguidores buscan su canonización como primer santo boliviano.",No,Época / Hecho histórico,,Wikimedia,https://es.wikipedia.org/wiki/Francisco_Tito_Yupanqui
Bolivia,La Paz,Pucarani,-16.360503,-68.416197,Jaqi/Aru,Aymara,Fortaleza,,,,Pukara,"Gomez, D. (1999). Diccionario Aymara. ",
Bolivia,La Paz,Combaya,-15.815931,-68.753406,,,,,,,,,
Bolivia,La Paz,Coroico,-16.162455,-67.772559,Quechua,Quechua,Cerro dorado,,Sí,Paisaje / Características naturales,Quri Wayq'u,Instituto Nacional de Estadística (2017).,"https://www.google.com/url?q=https://www.ine.gob.bo/index.php/citricos-coca-y-cafe-principales-productos-agricolas-de-coroico/%23:~:text%3DCoroico%2520deriva%2520de%2520la%2520palabra,coryguayco%25E2%2580%259D%2520que%2520significa%2520cerro%2520dorado.&sa=D&source=editors&ust=1732205779002400&usg=AOvVaw0eLeJNjmlzum_D_65limr5"
Bolivia,La Paz,Coripata,-16.209048,-67.567328,Jaqi/Aru,Aymara,Altura del oro,,Sí,Paisaje / Características naturales,Quri pata,"Gomez, D. (1999). Diccionario Aymara. ",
Bolivia,La Paz,Quiabaya,-15.602411,-68.714197,Jaqi/Aru,Quechua,Estancia con restos volcánicos con aspecto de cenizas impregnados en la tierra,,Sí,Paisaje / Características naturales,Killa waya,"Cayo, L. (2022). Acopio y clasificación de topónimos aymaras.",
Bolivia,La Paz,Aucapata,-15.438107,-68.699488,,,Planicie en las alturas.,,,,,,
Bolivia,La Paz,Tipuani,-15.584423,-68.055959,,,,,,,,,
Bolivia,La Paz,Nuestra Señora de La Paz,-16.167612,-67.971655,,,,"La ciudad de La Paz, en Bolivia, lleva el nombre de Nuestra Señora de La Paz para conmemorar la pacificación que se logró después de la guerra civil que siguió a la insurrección de Gonzalo Pizarro.",No,Época / Hecho histórico,,Breve historización de la fundación de la ciudad Nuestra Señora de La Paz (2020).,"https://jornada.com.bo/breve-historizacion-de-la-fundacion-de-la-ciudad-nuestra-senora-de-la-paz/#:~:text=Su%20nombre%20conmemora%20la%20restauraci%C3%B3n,Vela%2C%20primer%20virrey%20del%20Per%C3%BA."
Bolivia,La Paz,Sorata,-15.719339,-68.494124,Jaqi/Aru,Aymara,"Se especula que viene de ""Shuru ahta"" que spuede interpretarse como pico resplandeciente, haciendo alusión al nevado del Illampu.",,Sí,Paisaje / Características naturales,,"PTDI (Plan Territorial de Desarrollo Integral de Sorata"" (2016-2020)",
Bolivia,La Paz,La Asunta,-16.108035,-67.155919,,,,,,,,,
Bolivia,La Paz,Chuma,-15.593202,-68.865649,Jaqi/Aru,Aymara,"Aparentemente proveniente del aymara ""chuyma"" que significa corazón, debido a que ese municipio se encontraba al medio de cuatro puertos que son Kalapunko, Karca Punku, Taya (Huayra) Punku y Kara Ojumpi Punku, además de estar rodeado de ""Villas"" o Wayas y adelantados o Layas.",,Sí,Paisaje / Características naturales,Chumawaya,"Monroy, W. (S/F). 186 años de la provincia Muñecas.",
Bolivia,La Paz,Guanay,-15.736156,-68.042265,,,,,,,,,
Bolivia,La Paz,Teoponte,-15.407455,-67.687227,,Leco,"Se presume que el nombre de este municipio proviene de la lengua, prácticamente extinta, leco siendo ""Teo"" el nombre de un arbusto propio de la región y ""ponte"" haciendo referencia al lugar.",,Sí,Flora,,"Gonzales, G. (2021). Teoponte: la guerrilla trágica","https://www.meer.com/es/66996-teoponte-la-guerrilla-tragica#:~:text=Teoponte%20significa%20lugar%20o%20pampa,agridulce%20comestible%2C%20ya%20casi%20extinguido."
Bolivia,La Paz,Mapiri,-15.380053,-68.257751,,,,,,,,,
Bolivia,La Paz,Charazani,-15.096552,-68.77374,,,,,,,,,
Bolivia,La Paz,Curva,-14.985216,-68.965482,Indoeuropea/Romance,Español,,Se dice que el municipio lleva dicho nombre por la forma curveada de su territorio.,No,Paisaje / Características naturales,,,
Bolivia,La Paz,Pelechuco,-14.800739,-69.090669,Quechua,Quechua,"Proveniente de ""Phuyu"" y ""Khuchu"" haciendo alusión a un ""rincón de nieblas o nubes"" debido a las características climáticas del lugar, ya que se encuentra rodeado de altas montañas cubiertas de mucha vegetación generando altos niveles de humedad.",,Sí,Paisaje / Características naturales,,"Servicio de noticias ambientales, FOBOMADE (2013).","https://senaforo.net/2013/07/09/fob1648/#:~:text=El%20significado%20quechua%20de%20su,el%20escondrijo%20de%20las%20brumas%E2%80%9D."
Bolivia,La Paz,Palos Blancos,-15.41772,-67.231577,Indoeuropea/Romance,Español,,"Se dice que recibió ese nombre debido a un arbol de bibosi a la orilla del río donde, una vez que cayó ""el palo blanco"", se plantó un árbol demango.",Sí,Flora,,https://www.educa.com.bo/geografia/palos-blancos-municipio-de-sur-yungas,https://www.educa.com.bo/geografia/palos-blancos-municipio-de-sur-yungas
Bolivia,La Paz,Apolo,-14.658566,-68.232661,Indoeuropea/Romance,Español,,"Existen tres versiones que tratan de explicar su origen: (1) Aphullu pampa, que en quechua significa “pampa grande”. (2) Phullu pampa, que en quechua quiere decir “pampa de toros”, por la gran cantidad de toros que existía. (3) Polo pampa, la primera voz del dialecto ricka que significaba tigre, y pampa, por la extensión y amplitud del valle apoleño.",No,Paisaje / Características naturales,,Wikimedia,https://es.wikipedia.org/wiki/Apolo_(Bolivia)
Bolivia,Beni,Puerto Menor de Rurrenabaque,-14.688621,-67.305708,Pano-Tacana,Tacana,"Se dice que viene de la lengua tacana haciendo referencia a una ""laguna o puerto de patos"", ya que se podían encontrar grandes cantitdes de este animal en la zona.",,Sí,Paisaje / Características naturales,,"https://www.incaworldtravel.com/esp/destinos/ciudades/rurrenabaque-13/#:~:text=El%20pueblo%20de%20Rurrenabaque%20esta,)%20y%20vaque%20(barranco).",
Bolivia,La Paz,San Buenaventura,-14.25915,-67.744957,,,,,,,,,
Bolivia,Beni,Santa Ana,-14.350234,-65.996444,Indoeuropea/Romance,Español,,"Se dice que se le dio el nombre de ""Santa Ana"" después de haber sido llamado ""San Lorenzo"", sin embargo, su fundador, el padre jesuita Fray Batolomé Espinoza, fue asesinado y su nombre desapareció de la lista de misiones jesuitas. Años depsués, el pueblo fue trasladado a orillas del río Rápulo en confluencia con el río Yacuma pasando así a llamarse ""Santa Ana del Yacuma"".",No,Espiritualidad / Religión,Santa Ana del Yacuma,Wikimedia,https://es.wikipedia.org/wiki/Santa_Ana_del_Yacuma
Bolivia,Beni,San Borja,-15.003697,-66.808506,Indoeuropea/Romance,Español,,"Llamado así por uno de sus fundadores, el jesuita Francisco de Borja y Aragón (1510-1572), quien fue español y líder jesuita. Hijo del duque de Gandía y descendiente del papa Alejandro VI, fue virrey de Cataluña y marqués de Lombay antes de convertirse en el III General de la Compañía de Jesús. ",No,Espiritualidad / Religión,,Wikimedia,https://diputados.gob.bo/wp-content/uploads/2022/05/PL-181-2021-2022.pdf
Bolivia,Beni,Reyes,-13.402903,-67.058057,Indoeuropea/Romance,Español,,"No se tiene información certera sobre el origen del nombre del municipio, pero se puede intuir la influencia de la conquista en su denominación como capital de la provincia José Ballivián. ",No,Época / Hecho histórico,,,
Bolivia,Pando,Cobija,-11.079269,-68.872017,Indoeuropea/Romance,Español,,"Inicialmente este municiío se llamaba ""Puerto Bahía"", sin embargo, debido a que ya había otro lugar en Brasil con ese nombre al que llegaban los barcos de Europa al continente, se decidió cambiar el nombre a ""Cobija"" en honor al puerto boliviano de Cobija en el departamento de El Litoral.",No,Época / Hecho histórico,,,"https://comunidadescolar.com.bo/secundaria/primero-secundaria/fundacion-de-cobija/#:~:text=La%20decisi%C3%B3n%20se%20tom%C3%B3%20en,ciudad%20brasile%C3%B1a%20llamada%20casi%20igual."
Bolivia,Pando,Sena,-11.855493,-67.35922,,,,,,,,,
Bolivia,Pando,San Lorenzo,-11.596235,-66.821147,,Español,,,,,,,
Bolivia,Beni,Santa Rosa,-13.318802,-66.661446,,,,"Santa Rosa fue fundada en 1764 por el misionero jesuita Gabriel Díaz, junto a Esteban Arroyo e indígenas de la nación chiriguana, tres años antes de la expulsión de los misioneros de la Compañía de Jesús, en tierras que eran parte de una las estancias de la misión de los Santos Desposorios de Buena Vista. Ambas misiones dependían de Moxos.",No,Época / Hecho histórico,Santa Rosa de Yacuma,,https://amdecruz.com/municipios/santarosa.php
Bolivia,Pando,Puerto Gonzalo Moreno,-11.167118,-66.325104,,,,,,,,,
Bolivia,Beni,Puerto Siles,-12.424186,-64.986336,,,,,,,,,
Bolivia,Beni,Exaltación,-12.803958,-65.783182,Indoeuropea/Romance,Español,,,,,,,
Bolivia,Beni,Riberalta,-11.527876,-66.100808,Indoeuropea/Romance,Español,,"Municipio inicialmente nombrado por Plácido Méndez y Máximo Henicke como Ribera Alta, posteriormente, como un hiato natural y por un proceso de sinéresis, terminó llamándose Riberalta.",No,Paisaje / Características naturales,,,"https://amazonia.altervista.org/riberalta/riberalta_es.html#:~:text=Alem%C3%A1n%20y%20cruce%C3%B1o%20empezaron%20a,luego%20fue%20Riberalta%20a%20secas."
Bolivia,Pando,Porvenir,-11.238234,-68.793369,Indoeuropea/Romance,Español,,,,,,,
Bolivia,Pando,Bella Flor,-10.932099,-67.931461,Indoeuropea/Romance,Español,,,,,,,
Bolivia,Pando,San Pedro,-11.025377,-66.589977,Indoeuropea/Romance,Español,,,,,,,
Bolivia,Pando,Puerto Rico,-11.327685,-67.537969,Indoeuropea/Romance,Español,,,,,,,
Bolivia,Pando,Santa Rosa,-10.731611,-67.278843,Indoeuropea/Romance,Español,,,,,,,
Bolivia,Pando,Ingavi,-10.504577,-66.747325,,,,,,,,,
Bolivia,Beni,Guayaramerín,-11.308911,-65.434989,Indoeuropea/Romance,,"La palabra Guayaramerín significa ""Cascada Chica"" en el dialecto sinabo del tupí-guaraní.",,Sí,Paisaje / Características naturales,,Wikimedia,https://es.wikipedia.org/wiki/Guayaramer%C3%ADn
Bolivia,Pando,Villa Nueva,-10.650948,-66.105492,Indoeuropea/Romance,Español,,,,,,,
Bolivia,Pando,Santos Mercado,-10.153428,-66.136409,Indoeuropea/Romance,Español,,,,,,,
Bolivia,Pando,Nueva Esperanza,-10.111303,-65.537798,Indoeuropea/Romance,Español,,,,,,,
Bolivia,La Paz,Santiago de Huata,-16.086256,-68.835083,Jaqi/Aru,Español/Aymara,"Santiago de Huata es un nombre mestizo compuesto por Santiago, por el Apóstol Mayor en castellano, y Huata. En relación con el topónimo Huata, existen dos interpretaciones: puquina y aimara.​ Del término puquina Coata significa ""deidades protectoras"" y Wat'a, del idioma aimara, significa ""pies internados en el lago"", es decir en aymara tiene relación con los términos geográficos de península y bahía.",,Sí,Paisaje / Características naturales,,Wikimedia,https://es.wikipedia.org/wiki/Santiago_de_Huata
Bolivia,La Paz,Puerto Pérez,-16.327017,-68.649322,Indoeuropea/Romance,Español,,,,,,,
Bolivia,Potosí,Chuquihuta Ayllu Jucumani,-18.632296,-66.353406,,,,,,,,,
Bolivia,Pando,Bolpebra,-11.170163,-69.226217,Indoeuropea/Romance,Español,,"Su nombre resulta de la unión de las letras iniciales de los países Bolivia, Perú y Brasil, pues este municipio representa una triple frontera.",No,Época / Hecho histórico,San Pedo de Bolpebra,,"https://www.noticiasfides.com/investigaciones-anf/voces-de-la-amazonia/voces-de-la-amazonia-san-pedro-de-bolpebra-donde-inicia-bolivia#:~:text=Bolpebra%20es%20la%20triple%20frontera,la%20escuela%2C%20un%20hito%20tripartito."
Bolivia,Pando,Filadelfia,-11.756007,-68.532785,Indoeuropea/Romance,Español,,,,,Arroyo Grande,,
Bolivia,La Paz,Alto Beni,-15.605531,-67.389534,Indoeuropea/Romance,Español,,,,,,,
Bolivia,La Paz,Caranavi,-15.844854,-67.48787,Indoeuropea/Romance,Español,,,,,,,
Bolivia,La Paz,Huarina,-16.165169,-68.593285,Jaqi/Aru,Aymara,"El nombre ""huari"" viene de la palabra aymara ""wari"" que significa vicuña, camélido característico de la región altiplánica. ","Se dice que el nombre ""Huarina"" hace referencia a un ser mitológico andino que se convertía en humano y vicuña y protegía a los rebaños de camélidos de la zona.",Sí,Época / Hecho histórico,,,https://www.la-razon.com/escape/2020/12/16/huarina-tierra-de-miticas-historias-se-reabre-al-turismo/
Bolivia,Cochabamba,Bolivar,-18.015567,-66.644522,Indoeuropea/Romance,Español,,"Tanto el municipio como la provincia tienen ese nombre en honor a Simón Bolivar (fundador de Bolivia), ya que se encontró vestigios de su paso por ese territorio en 1825.",No,Época / Hecho histórico,,Wikimedia,"https://es.wikipedia.org/wiki/Provincia_de_Bol%C3%ADvar_(Bolivia)#:~:text=La%20provincia%2C%20as%C3%AD%20como%20el,por%20este%20territorio%20en%201825."
Bolivia,La Paz,Huatajata,-16.197948,-68.690646,Jaqi/Aru,Aymara,"Huatajata proviene de las palabras en aymara ""wat'a"" y ""jatha"" que significan istmo y semilla respectivamente. ","El municipio recibe este nombre, por un lado, debido a posee buenas semillas para la producción y, por otro lado, porque tiene la forma d euna península que se conecta con el lago Tititcaca.",Sí,Flora,Wat´axatha,"Cayo, L. (2022). Acopio y clasificación de topónimos aymaras en el departamento de La Paz que facilite a SERPROPA como guía para la interpretación.",https://repositorio.umsa.bo/bitstream/handle/123456789/30175/TD-621.pdf?sequence=1&isAllowed=y
Bolivia,La Paz,Chua Cocani,-16.158332,-68.751755,Jaqi/Aru,Aymara,"Chua Cocani proviene de las palabras en aymara ""ch'uwa"" y ""quqa"" que significan ""líquido claro"" y ""árbol"", sin embargo, interpretadas de manera conjunta sugieren un lugar con vegetación rala.",,Sí,Época / Hecho histórico,Ch'uwa quqani,"Cayo, L. (2022). Acopio y clasificación de topónimos aymaras en el departamento de La Paz que facilite a SERPROPA como guía para la interpretación.",https://repositorio.umsa.bo/bitstream/handle/123456789/30175/TD-621.pdf?sequence=1&isAllowed=y
Bolivia,La Paz,Villa Ancoraimes,-15.85426,-68.86876,Jaqi/Aru,Aymara,"Se dice que Villa Ancoraimes proviene de las palabras en aymara ""janq'u"" y ""jaymi"" que significan ""blanco"" y ""ovillo"" respectivamente.",,Sí,Paisaje / Características naturales,Janq'ulaymi,"Cayo, L. (2022). Acopio y clasificación de topónimos aymaras en el departamento de La Paz que facilite a SERPROPA como guía para la interpretación.",https://repositorio.umsa.bo/bitstream/handle/123456789/30175/TD-621.pdf?sequence=1&isAllowed=y
Bolivia,Potosí,"Colcha ""K""",-21.204338,-67.3142,Quechua,Quechua,"Colcha proviene de las palabras en quechua ""q'ucha"" que significa ""laguna"" y ""pata"" que significa ""arriba"", por lo que su primera denominación fue ""Q'uchapata"" y paulatinamente se castellanizó como Colcha. Sin embargo, su denominación actual es Colcha K, esto se debe a la clave telegráfica por lo que se identificaba a la comunidad.",,Sí,Paisaje / Características naturales,Villa Martín,"Castillo, L. (2021). Aproximación al culto a la calavera en Colcha K, Nor Lípez - Potosí, Bolivia.",https://exactas.unca.edu.ar/xxiienc/Ponencias/Ponencia%20completa%20Luz%20Castillo%20Vacano.pdf
Bolivia,La Paz,Puerto Mayor de Carabuco,-15.711966,-69.000923,Jaqi/Aru,Aymara,"Q'ara que significa pelado(a) y phukhu que significa olla. Juntas estas palabras podrían hacer referencia a un ave que abundaba por la región a la que se llamava ""pucu-pucu"".",,Sí,Fauna,,"Cayo, L. (2022). Acopio y clasificación de topónimos aymaras en el departamento de La Paz que facilite a SERPROPA como guía para la interpretación.",https://repositorio.umsa.bo/bitstream/handle/123456789/30175/TD-621.pdf?sequence=1&isAllowed=y
